sequence_number,flow_number,flow_name,block_number,from,to,return_value,events,console_logs
,,,1,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,UniswapV2ERC20(0x5fbdb2315678afecb367f032d93f642f64180aa3),[],[]
,,,24,Alice,B,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=1001)],[]
,,,25,Alice,0x10845004a26274297f2e404eda213fed72decf44,1,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x0000000000000000000000000000000000000000, value=1000), UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=1), UniswapV2Pair.Sync(reserve0=1001, reserve1=1001), UniswapV2Pair.Mint(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0=1001, amount1=1001)],[]
0,0,flow_swap
,,,26,Alice,B,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=1001)],[]
,,,27,Alice,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=499), UniswapV2Pair.Sync(reserve0=502, reserve1=2002), UniswapV2Pair.Swap(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0In=0, amount1In=1001, amount0Out=499, amount1Out=0, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8)],[]
0,1,flow_random_int
0,2,flow_random_int
0,3,flow_create_pair
0,4,flow_swap
,,,29,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=502)],[]
,,,30,Chady,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=100), UniswapV2Pair.Sync(reserve0=402, reserve1=2504), UniswapV2Pair.Swap(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0In=0, amount1In=502, amount0Out=100, amount1Out=0, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906)],[]
0,5,flow_random_int
0,6,flow_random_int
0,7,flow_swap
,,,31,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=402)],[]
,,,32,Chady,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=55), UniswapV2Pair.Sync(reserve0=347, reserve1=2906), UniswapV2Pair.Swap(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0In=0, amount1In=402, amount0Out=55, amount1Out=0, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906)],[]
0,8,flow_swap
,,,33,Alice,B,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=347)],[]
,,,34,Alice,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=36), UniswapV2Pair.Sync(reserve0=311, reserve1=3253), UniswapV2Pair.Swap(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0In=0, amount1In=347, amount0Out=36, amount1Out=0, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8)],[]
0,9,flow_random_int
0,10,flow_random_int
0,11,flow_create_pair
0,12,flow_create_pair
,,,36,Chady,0xc6e7df5e7b4f2a278906862b61205850344d4e7d,0x136909c7b21e26ff614704390f5907bb4d417b60,[UniswapV2Factory.PairCreated(token0=0x0b306bf915c4d645ff596e518faf3f9669b97016, token1=0x5fc8d32690cc91d4c39d9d3abcbd16989f875707, pair=0x136909c7b21e26ff614704390f5907bb4d417b60, param1=2)],[]
,,,37,Chady,D,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=1001)],[]
,,,38,Chady,B,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=1001)],[]
,,,39,Chady,D,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=1001)],[]
,,,40,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=1001)],[]
,,,41,Chady,0x136909c7b21e26ff614704390f5907bb4d417b60,1,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x0000000000000000000000000000000000000000, value=1000), UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=1), UniswapV2Pair.Sync(reserve0=1001, reserve1=1001), UniswapV2Pair.Mint(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0=1001, amount1=1001)],[]
0,13,flow_create_pair
0,14,flow_create_pair
0,15,flow_swap
,,,44,Alice,A,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=3253)],[]
,,,45,Alice,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=2968), UniswapV2Pair.Sync(reserve0=3564, reserve1=285), UniswapV2Pair.Swap(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0In=3253, amount1In=0, amount0Out=0, amount1Out=2968, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8)],[]
0,16,flow_create_pair
,,,46,Brant,0xc6e7df5e7b4f2a278906862b61205850344d4e7d,0x10e3b760d3c6339ae59a4dd09c05300ff42ab8af,[UniswapV2Factory.PairCreated(token0=0x0b306bf915c4d645ff596e518faf3f9669b97016, token1=0x5fbdb2315678afecb367f032d93f642f64180aa3, pair=0x10e3b760d3c6339ae59a4dd09c05300ff42ab8af, param1=3)],[]
,,,47,Brant,D,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=1001)],[]
,,,48,Brant,A,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=1001)],[]
,,,49,Brant,D,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x10e3b760d3c6339ae59a4dd09c05300ff42ab8af, value=1001)],[]
,,,50,Brant,A,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x10e3b760d3c6339ae59a4dd09c05300ff42ab8af, value=1001)],[]
,,,51,Brant,0x10e3b760d3c6339ae59a4dd09c05300ff42ab8af,1,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x0000000000000000000000000000000000000000, value=1000), UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=1), UniswapV2Pair.Sync(reserve0=1001, reserve1=1001), UniswapV2Pair.Mint(sender=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, amount0=1001, amount1=1001)],[]
0,17,flow_random_int
0,18,flow_swap
,,,52,Brant,D,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=1001)],[]
,,,53,Brant,0x136909c7b21e26ff614704390f5907bb4d417b60,None,[UniswapV2ERC20.Transfer(from_=0x136909c7b21e26ff614704390f5907bb4d417b60, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=499), UniswapV2Pair.Sync(reserve0=2002, reserve1=502), UniswapV2Pair.Swap(sender=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, amount0In=1001, amount1In=0, amount0Out=0, amount1Out=499, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc)],[]
0,19,flow_mint
,,,54,Brant,D,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=53751939550833503059)],[]
,,,55,Brant,B,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=13478258568690518749)],[]
,,,56,Brant,0x136909c7b21e26ff614704390f5907bb4d417b60,26875969775416751529,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=26875969775416751529), UniswapV2Pair.Sync(reserve0=53751939550833505061, reserve1=13478258568690519251), UniswapV2Pair.Mint(sender=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, amount0=53751939550833503059, amount1=13478258568690518749)],[]
,,,1,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,A,[],[]
,,,2,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,A,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, value=300000000000000000000)],[]
,,,3,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,A,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=100000000000000000000)],[]
,,,4,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,A,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=100000000000000000000)],[]
,,,5,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,A,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=100000000000000000000)],[]
,,,6,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,B,[],[]
,,,7,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,B,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, value=300000000000000000000)],[]
,,,8,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,B,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=100000000000000000000)],[]
,,,9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,B,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=100000000000000000000)],[]
,,,10,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,B,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=100000000000000000000)],[]
,,,11,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,C,[],[]
,,,12,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,C,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, value=300000000000000000000)],[]
,,,13,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,C,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=100000000000000000000)],[]
,,,14,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,C,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=100000000000000000000)],[]
,,,15,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,C,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=100000000000000000000)],[]
,,,16,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,D,[],[]
,,,17,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,D,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, value=300000000000000000000)],[]
,,,18,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,D,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=100000000000000000000)],[]
,,,19,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,D,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=100000000000000000000)],[]
,,,20,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,D,True,[UniswapV2ERC20.Transfer(from_=0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=100000000000000000000)],[]
,,,21,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,None,UniswapV2Factory(0xc6e7df5e7b4f2a278906862b61205850344d4e7d),[],[]
,,,22,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,0xc6e7df5e7b4f2a278906862b61205850344d4e7d,0x10845004a26274297f2e404eda213fed72decf44,[UniswapV2Factory.PairCreated(token0=0x5fbdb2315678afecb367f032d93f642f64180aa3, token1=0x5fc8d32690cc91d4c39d9d3abcbd16989f875707, pair=0x10845004a26274297f2e404eda213fed72decf44, param1=1)],[]
,,,23,Alice,A,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=1001)],[]
,,,24,Alice,B,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=1001)],[]
,,,25,Alice,0x10845004a26274297f2e404eda213fed72decf44,1,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x0000000000000000000000000000000000000000, value=1000), UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=1), UniswapV2Pair.Sync(reserve0=1001, reserve1=1001), UniswapV2Pair.Mint(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0=1001, amount1=1001)],[]
1,0,flow_swap
,,,26,Chady,A,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=1001)],[]
,,,27,Chady,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=499), UniswapV2Pair.Sync(reserve0=2002, reserve1=502), UniswapV2Pair.Swap(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0In=1001, amount1In=0, amount0Out=0, amount1Out=499, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906)],[]
1,1,flow_mint
,,,28,Brant,A,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x10845004a26274297f2e404eda213fed72decf44, value=45957206721361780688)],[]
,,,29,Brant,B,True,[UniswapV2ERC20.Transfer(from_=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, to=0x10845004a26274297f2e404eda213fed72decf44, value=11523735151909897055)],[]
,,,30,Brant,0x10845004a26274297f2e404eda213fed72decf44,22978603360680890342,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, value=22978603360680890342), UniswapV2Pair.Sync(reserve0=45957206721361782690, reserve1=11523735151909897557), UniswapV2Pair.Mint(sender=0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc, amount0=45957206721361780688, amount1=11523735151909897055)],[]
1,2,flow_random_int
1,3,flow_random_int
1,4,flow_mint
,,,31,Chady,A,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=52643317483938176377)],[]
,,,32,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=13200272416052429840)],[]
,,,33,Chady,0x10845004a26274297f2e404eda213fed72decf44,26321658741969088186,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=26321658741969088186), UniswapV2Pair.Sync(reserve0=98600524205299959067, reserve1=24724007567962327397), UniswapV2Pair.Mint(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0=52643317483938176377, amount1=13200272416052429840)],[]
1,5,flow_mint
,,,34,Chady,A,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=13974072335003557886)],[]
,,,35,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=3503988167917975054)],[]
,,,36,Chady,0x10845004a26274297f2e404eda213fed72decf44,6987036167501778942,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x90f79bf6eb2c4f870365e785982e1f101e93b906, value=6987036167501778942), UniswapV2Pair.Sync(reserve0=112574596540303516953, reserve1=28227995735880302451), UniswapV2Pair.Mint(sender=0x90f79bf6eb2c4f870365e785982e1f101e93b906, amount0=13974072335003557886, amount1=3503988167917975054)],[]
1,6,flow_swap
,,,37,Alice,A,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x10845004a26274297f2e404eda213fed72decf44, value=28227995735880302451)],[]
,,,38,Alice,0x10845004a26274297f2e404eda213fed72decf44,None,[UniswapV2ERC20.Transfer(from_=0x10845004a26274297f2e404eda213fed72decf44, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=5641014057588619264), UniswapV2Pair.Sync(reserve0=140802592276183819404, reserve1=22586981678291683187), UniswapV2Pair.Swap(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0In=28227995735880302451, amount1In=0, amount0Out=0, amount1Out=5641014057588619264, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8)],[]
1,7,flow_create_pair
1,8,flow_create_pair
,,,40,Alice,0xc6e7df5e7b4f2a278906862b61205850344d4e7d,0x136909c7b21e26ff614704390f5907bb4d417b60,[UniswapV2Factory.PairCreated(token0=0x0b306bf915c4d645ff596e518faf3f9669b97016, token1=0x5fc8d32690cc91d4c39d9d3abcbd16989f875707, pair=0x136909c7b21e26ff614704390f5907bb4d417b60, param1=2)],[]
,,,41,Alice,D,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=1001)],[]
,,,42,Alice,B,None,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=1001)],[]
,,,43,Alice,D,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=1001)],[]
,,,44,Alice,B,True,[UniswapV2ERC20.Transfer(from_=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, to=0x136909c7b21e26ff614704390f5907bb4d417b60, value=1001)],[]
,,,45,Alice,0x136909c7b21e26ff614704390f5907bb4d417b60,1,[UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x0000000000000000000000000000000000000000, value=1000), UniswapV2ERC20.Transfer(from_=0x0000000000000000000000000000000000000000, to=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, value=1), UniswapV2Pair.Sync(reserve0=1001, reserve1=1001), UniswapV2Pair.Mint(sender=0x70997970c51812dc3a010c7d01b50e0d17dc79c8, amount0=1001, amount1=1001)],[]
1,9,flow_random_int
1,10,flow_swap
,,,46,Chady,B,True,[UniswapV2ERC20.Transfer(from_=0x90f79bf6eb2c4f870365e785982e1f101e93b906, to=0x10845004a26274297f2e404eda213fed72decf44, value=83061525953029174609)],[]
